temperatura,densidad
150,21.56957556691844
150,21.829985082042427
150,21.59553460605846
150,21.711872204145067
150,21.8710516068655
150,21.766555301434035
150,21.650091166933315
150,21.68705304856676
150,21.82930564366423
150,21.685516925855943
150,21.782074531443264
150,21.764647434018794
150,21.69354954224988
150,21.97864025495043
150,21.82464730929674
150,21.5534751686565
150,21.779014683788056
150,21.692510758046286
150,21.846931484163257
150,21.679178425796092
150,21.7482991329208
150,21.811498799792748
150,21.84829005258135
150,21.637593303966543
150,21.72588743342252
150,21.711564891810017
150,21.69337322988612
150,21.940041712430965
150,21.80130019293676
150,21.63141456224939
150,21.85360391957633
150,21.976418317189182
150,21.865291210213137
150,21.605054057904674
150,21.710617620266166
150,21.889200093433814
150,21.68783159171272
150,21.805260878492582
150,21.83899748308659
150,21.665471268753592
150,21.753929580957745
150,21.429454291684337
150,21.65553254854706
150,21.734243001350684
150,21.632750584128566
150,21.926473941859133
150,21.614153624131646
150,21.71512409150966
150,21.773332975096
150,21.906981612507362
150,21.613570217446135
150,21.878619893394838
150,21.761043571556453
150,21.659905364710927
150,21.80712549265135
150,21.780300185441977
150,21.69878964861959
150,21.76711844386907
150,21.720705569014985
150,21.771576543171346
150,21.827524344598622
150,21.921742613888227
150,21.633767092345085
150,21.977527576010335
150,21.560925324359765
150,21.74452089677082
150,21.81999681832094
150,21.788655660334832
150,21.696496859946595
150,21.738775611684307
150,21.709723572279103
150,21.69989635207435
150,21.84664275342999
150,21.79640857859181
150,21.689336809052204
150,21.851741546385192
150,21.79133852506935
150,21.8428959961164
150,21.824209795025784
175,21.78383683905708
175,21.81826182408329
175,21.98570027590887
175,21.968165532808108
175,21.887323289941744
175,21.90502523623558
175,22.0536209412308
175,21.81424189803947
175,21.960062650032118
175,21.864106706531395
175,21.862123204231644
175,22.03071209384979
175,21.99570486860357
175,21.99418006535322
175,22.0571828598309
175,21.89268980414876
175,21.977332591985764
175,21.850266468215736
175,21.93151354857158
175,21.873333557084894
175,21.902421544287563
175,21.966217287493073
175,21.785216626232376
175,22.157956313580755
175,21.76116691442481
175,21.73450798929288
175,22.03831055607486
175,21.99138229167171
175,21.96992633455258
175,21.970467487197045
175,21.888431647839074
175,21.77509537573593
175,21.899707720077565
175,21.803280988647106
175,22.014876255988927
175,21.871167466324206
175,21.7842847778257
175,21.84884253055488
175,21.942881028065415
175,21.8178080330541
175,21.78470441313274
175,21.921207189805127
175,21.92137102777654
175,21.8250795973356
175,21.82967766417072
175,21.91971689156379
175,21.70455472110223
175,21.709756691859614
175,21.7979942478731
175,21.862665427389256
175,21.929815595377637
175,22.07893778303194
175,21.999834022415847
175,21.869517874445837
175,21.887564737165484
175,21.76161359853099
175,21.887629161804327
175,21.853033657455722
175,21.931328140711408
175,21.784062749907715
175,21.95650880505928
175,22.08628635367007
175,21.876071905146983
175,21.941444201284654
175,21.978381554412884
175,21.838618709438272
175,21.918697840034135
175,21.891612614133066
175,21.90250864388072
175,21.791006446344447
175,21.893138833817222
175,21.95377489857748
175,22.075837056141363
175,22.01284660553537
175,22.16574189562615
175,21.79173156443073
175,22.00171154823598
175,21.913479232813657
175,22.170431604737754
175,21.78648731315934
175,21.78246313439261
175,21.81324028848437
175,21.618008636197835
175,21.822670505554477
175,21.79278358510757
175,21.909259801986902
175,21.933766119435724
175,22.13026709948296
175,22.011713638282462
175,21.81612028439529
175,21.77494678485248
175,21.952996391398624
175,21.72092765506125
175,22.12454116027002
175,22.041042032471825
175,21.8299162002079
175,21.6706117354959
175,22.063380260268186
175,21.875331742814225
175,22.04851783257374
